CUSTOMER_ID,GENDER,AGE,COUNTRY,TENURE_MONTHS,CONTRACT_TYPE,HAS_INTERNET,HAS_MOBILE,HAS_TV,MONTHLY_CHARGES,TOTAL_CHARGES,NUM_COMPLAINTS,SUPPORT_CALLS,PAYMENT_METHOD,CHURN,NUM_SERVICES,AVG_CHARGE_PER_MONTH,IS_LONG_TENURE
C000032,Male,51,UK,31,Month-to-month,1,1,1,51.6,1613.31,1,1,Bank transfer,0,3,52.04225806,1
C000033,Female,58,ES,17,Month-to-month,0,1,1,29.54,483.91,1,1,Bank transfer,0,2,28.46529412,0
C000034,Female,27,UK,49,One year,1,0,0,28.18,1342.84,0,2,E-banking,0,1,27.40489796,1
C000035,Female,34,IT,3,One year,0,1,0,19.53,77.99,2,2,E-banking,0,1,25.99666667,0
C000036,Male,34,GR,55,One year,0,1,0,28.18,1537.2,1,4,Cash,0,1,27.94909091,1
C000037,Female,84,IT,72,One year,1,1,0,32.93,2387.23,0,1,Credit card,0,2,33.15597222,1
C000038,Male,79,UK,37,Month-to-month,1,0,0,35.95,999.03,0,1,Credit card,0,1,27.00081081,1
C000039,Male,18,UK,66,Two year,1,1,1,37.43,2531.33,1,1,Cash,0,3,38.35348485,1
C000040,Male,29,GR,40,Month-to-month,1,1,0,41.61,1229.72,0,2,Credit card,0,2,30.743,1
C000041,Male,21,GR,30,Month-to-month,1,1,0,52.39,1557.77,1,1,Credit card,1,2,51.92566667,1
C000042,Male,59,ES,25,Two year,1,0,0,26.04,680.65,1,1,Credit card,0,1,27.226,1
C000043,Female,30,ES,7,Month-to-month,1,1,0,42.24,293.12,1,3,Credit card,1,2,41.87428571,0
C000044,Female,21,GR,50,Month-to-month,1,1,0,40.91,2140.53,1,1,Credit card,0,2,42.8106,1
C000045,Female,36,UK,1,Month-to-month,1,1,0,30.61,65.56,1,2,Cash,1,2,65.56,0
C000046,Female,19,GR,44,One year,1,1,0,38.32,1672.04,0,1,Credit card,0,2,38.00090909,1
C000047,Female,29,IT,49,Month-to-month,1,1,1,48.88,2397.12,0,1,Credit card,0,3,48.92081633,1
C000048,Male,23,FR,7,Month-to-month,1,1,0,44.13,310.93,0,1,Credit card,1,2,44.41857143,0
C000049,Female,25,GR,3,Month-to-month,1,1,1,51.71,123.48,2,4,E-banking,1,3,41.16,0
C000050,Female,68,FR,1,Two year,1,1,1,40.41,78.92,3,5,E-banking,0,3,78.92,0
C000051,Male,28,IT,51,Month-to-month,1,1,0,41.39,2098.01,1,1,Cash,0,2,41.13745098,1
C000052,Female,80,GR,38,One year,1,0,0,24.11,908.85,0,2,Credit card,0,1,23.91710526,1
C000053,Male,74,ES,43,Month-to-month,1,1,1,46.62,2011.19,0,0,E-banking,0,3,46.77186047,1
C000054,Female,29,DE,55,One year,1,1,0,29.77,1609.96,1,1,E-banking,0,2,29.272,1
C000055,Male,19,UK,57,Month-to-month,0,0,0,31.41,1796.84,0,3,Credit card,0,0,31.52350877,1
C000056,Female,25,GR,53,One year,1,1,1,50.45,2658.63,0,1,Bank transfer,0,3,50.16283019,1
C000057,Female,28,GR,33,One year,1,1,0,40.69,1328.41,2,3,Bank transfer,0,2,40.25484848,1
C000058,Male,70,DE,62,Month-to-month,0,1,0,34.37,2125.95,0,3,Credit card,1,1,34.28951613,1
C000059,Male,27,GR,11,Two year,0,1,1,20.21,200.21,1,2,Credit card,0,2,18.20090909,0
C000060,Male,25,FR,72,Two year,0,1,1,28.47,2003.09,1,5,Credit card,0,2,27.82069444,1
C000061,Male,53,GR,52,Month-to-month,1,1,1,46.63,2429.87,0,0,Bank transfer,0,3,46.72826923,1
C000062,Male,31,DE,1,One year,1,1,0,45,0,1,2,Credit card,1,2,0,0
C000063,Male,71,FR,14,One year,1,1,1,39.9,490.99,1,1,Bank transfer,0,3,35.07071429,0
C000064,Male,38,DE,21,Month-to-month,1,1,0,43.61,917.22,0,1,Credit card,1,2,43.67714286,0
C000065,Male,67,UK,34,Month-to-month,0,1,0,24.57,829.95,1,2,Bank transfer,1,1,24.41029412,1
C000066,Female,56,IT,14,Two year,1,1,0,39.1,555.19,0,1,Credit card,0,2,39.65642857,0
C000067,Female,37,FR,40,One year,1,1,0,39.12,1584.63,0,2,Credit card,0,2,39.61575,1
C000068,Male,24,GR,35,Two year,1,1,1,35.95,1934.59,0,0,Cash,0,3,55.274,1
C000069,Female,26,DE,42,One year,0,0,0,23.31,960.67,0,0,Credit card,1,0,22.87309524,1
C000070,Female,18,IT,20,Month-to-month,1,1,0,32.16,629.83,0,0,Bank transfer,1,2,31.4915,0
C000071,Female,43,GR,60,Month-to-month,0,1,0,28.29,1706.9,1,3,Credit card,1,1,28.44833333,1
C000072,Female,55,GR,9,One year,1,1,0,31.92,294.12,1,5,E-banking,0,2,32.68,0
C000073,Male,55,GR,33,One year,0,1,1,37.12,1212.69,1,1,Bank transfer,0,2,36.74818182,1
C000074,Female,78,GR,49,Month-to-month,1,1,1,53.75,2635.23,0,0,Cash,0,3,53.78020408,1
C000075,Male,61,ES,68,One year,0,0,1,28.75,1946.51,0,1,Credit card,0,1,28.62514706,1
C000076,Female,61,ES,4,Two year,1,1,1,34.12,109.11,1,4,Credit card,0,3,27.2775,0
C000077,Female,79,IT,48,One year,0,1,0,30.39,1460.54,0,0,Credit card,0,1,30.42791667,1
C000078,Female,23,ES,16,Month-to-month,1,1,1,60.9,910.12,1,1,Bank transfer,0,3,56.8825,0
C000079,Male,34,GR,47,Month-to-month,1,1,0,33.79,1595.57,0,3,Cash,1,2,33.94829787,1
C000080,Female,68,GR,26,Two year,1,1,0,23.33,649,0,1,Credit card,0,2,24.96153846,1
C000081,Male,55,IT,70,Two year,1,1,1,44.22,3084.67,1,1,E-banking,0,3,44.06671429,1
C000082,Female,41,GR,37,Month-to-month,1,1,0,52.42,1229.72,0,0,E-banking,0,2,33.23567568,1
C000083,Male,68,GR,22,Two year,1,1,0,31.46,710.18,0,1,Credit card,1,2,32.28090909,0
C000084,Female,27,IT,7,Month-to-month,1,1,0,37.21,304.24,0,0,Credit card,1,2,43.46285714,0
C000085,Male,38,UK,42,Month-to-month,1,1,1,55.81,2355.75,1,4,Cash,0,3,56.08928571,1
C000086,Male,74,GR,30,Month-to-month,1,1,0,43.29,1315.17,1,1,Bank transfer,0,2,43.839,1
C000087,Female,56,FR,6,Month-to-month,1,1,1,62.74,380.71,2,3,Bank transfer,1,3,63.45166667,0
C000088,Male,50,IT,37,Two year,1,1,0,41.1,939.26,1,2,Cash,0,2,25.38540541,1
C000089,Female,76,GR,66,One year,1,1,1,36.26,2333.89,0,0,Bank transfer,0,3,35.3619697,1
C000090,Female,35,FR,40,Month-to-month,1,1,0,57.06,2275.33,0,2,Bank transfer,0,2,56.88325,1
C000091,Female,73,GR,15,Two year,1,0,0,17.41,243.08,1,1,Cash,0,1,16.20533333,0
C000092,Female,74,UK,53,Two year,1,1,0,23.35,1220.39,1,3,Credit card,0,2,23.02622642,1
C000093,Female,65,IT,5,Month-to-month,1,1,0,39.92,161.66,1,2,E-banking,0,2,32.332,0
C000094,Female,59,IT,36,One year,1,1,0,46.92,1722.25,2,2,Bank transfer,1,2,47.84027778,1
C000095,Female,44,GR,46,One year,0,1,0,24.08,1076.76,0,0,Cash,0,1,23.40782609,1
C000096,Female,69,GR,23,One year,1,1,1,64.15,1442.49,1,2,E-banking,0,3,62.71695652,0
C000097,Female,59,GR,45,One year,0,0,1,26.06,1229.72,1,2,Credit card,0,1,27.32711111,1
C000099,Female,43,GR,54,Month-to-month,1,1,0,48.47,2643.01,0,1,Bank transfer,0,2,48.94462963,1
C000100,Male,42,DE,70,Two year,1,1,1,31,2150.28,0,1,Credit card,0,3,30.71828571,1
C000101,Male,40,GR,32,Two year,1,1,1,46.87,1493.63,0,2,Credit card,0,3,46.6759375,1
C000102,Female,74,DE,43,Month-to-month,1,1,0,44.53,1963.79,0,2,Bank transfer,0,2,45.66953488,1
C000103,Female,69,GR,37,Month-to-month,0,1,1,28.71,463.8,1,3,Credit card,1,2,12.53513514,1
C000104,Female,48,FR,66,Two year,1,0,0,17.53,1183.11,0,0,Credit card,1,1,17.92590909,1
C000105,Female,81,GR,15,Month-to-month,1,0,0,29.61,455.7,1,1,Bank transfer,1,1,30.38,0
C000106,Female,50,GR,20,Month-to-month,1,1,0,33.6,674.93,0,1,Cash,0,2,33.7465,0
C000107,Female,19,FR,50,Month-to-month,0,1,1,36.9,1905.13,1,3,Credit card,0,2,38.1026,1
C000108,Female,35,ES,6,Month-to-month,0,1,1,25.78,188.57,0,2,Credit card,0,2,31.42833333,0
C000109,Female,64,GR,17,Month-to-month,1,1,1,57.11,974.51,0,0,Credit card,0,3,57.32411765,0
C000110,Male,50,GR,26,One year,0,1,0,21.23,573.59,2,4,Credit card,1,1,22.06115385,1
C000111,Female,52,ES,22,Month-to-month,1,1,0,37.57,819.01,0,1,Bank transfer,1,2,37.22772727,0
C000112,Male,68,GR,64,Two year,1,1,0,22.56,1395.7,1,1,E-banking,0,2,21.8078125,1
C000113,Female,35,ES,58,Two year,1,1,1,34.13,1948.79,1,4,Bank transfer,0,3,33.59982759,1
C000114,Female,47,DE,37,Two year,1,0,0,23.67,861.9,0,1,E-banking,0,1,23.29459459,1
C000115,Male,61,GR,72,Two year,1,1,0,44.24,3169.83,0,0,Bank transfer,0,2,44.02541667,1
C000116,Female,70,DE,37,One year,0,1,1,35.14,962.3,0,0,Bank transfer,0,2,26.00810811,1
C000117,Male,27,ES,49,Month-to-month,0,1,1,39.87,1933.14,0,2,E-banking,0,2,39.45183673,1
C000118,Female,69,IT,67,Month-to-month,0,1,0,23.76,1631.27,0,1,E-banking,1,1,24.34731343,1
C000119,Female,66,GR,67,Month-to-month,1,1,0,39.16,2678.94,3,3,E-banking,0,2,39.9841791,1
C000120,Male,28,UK,41,Month-to-month,1,0,0,38.22,1606.26,0,0,Credit card,1,1,39.17707317,1
C000121,Female,83,GR,37,Month-to-month,1,1,0,35.95,2378.8,0,0,E-banking,1,2,64.29189189,1
C000122,Male,75,DE,55,Two year,0,1,0,34.98,1956.37,0,1,Credit card,0,1,35.57036364,1
C000123,Female,53,FR,11,Month-to-month,0,1,0,34.66,403.31,0,1,Credit card,1,1,36.66454545,0
C000124,Male,50,GR,26,Month-to-month,1,1,1,44.16,1146.99,0,1,Cash,1,3,44.115,1
C000125,Male,64,IT,72,One year,1,1,0,33.89,2425.43,0,0,Bank transfer,0,2,33.68652778,1
C000127,Female,57,IT,36,Two year,1,1,0,35.12,1294.03,0,0,E-banking,0,2,35.94527778,1
C000128,Male,85,ES,64,Month-to-month,1,1,0,30.77,1981.11,0,3,E-banking,1,2,30.95484375,1
C000129,Female,59,GR,51,Month-to-month,1,0,0,35.95,1341.9,0,1,E-banking,0,1,26.31176471,1
C000130,Female,36,GR,22,Two year,1,1,0,23.52,541.97,2,3,Bank transfer,0,2,24.635,0
C000131,Female,36,GR,60,One year,0,1,0,20.84,1293.88,0,0,Credit card,0,1,21.56466667,1
C000132,Male,75,GR,2,Month-to-month,0,1,1,31.24,81.49,1,2,E-banking,1,2,40.745,0
C000133,Male,40,DE,56,One year,1,1,0,31.09,1706.8,0,0,E-banking,0,2,30.47857143,1
C000134,Male,71,DE,40,One year,1,1,0,43,1672.16,0,1,E-banking,0,2,41.804,1
C000135,Male,82,IT,28,Month-to-month,1,1,0,35.82,1022.43,0,1,Cash,0,2,36.51535714,1
C000136,Male,29,DE,3,Two year,0,1,0,11.68,53.07,2,3,Bank transfer,0,1,17.69,0
C000137,Male,41,FR,63,Two year,1,0,0,22.98,1429.22,1,3,Credit card,0,1,22.68603175,1
C000138,Male,51,IT,23,One year,1,1,1,41.87,970.37,0,2,Credit card,0,3,42.19,0
C000139,Male,70,FR,55,One year,0,1,0,17.3,937.64,0,0,Bank transfer,1,1,17.048,1
C000140,Male,25,GR,32,Two year,0,1,0,25.41,798.32,1,1,Cash,0,1,24.9475,1
C000141,Female,35,DE,28,Month-to-month,0,1,0,35.95,976.69,0,1,Credit card,1,1,34.88178571,1
C000142,Male,74,GR,37,Two year,0,1,0,16.87,136.3,0,1,Bank transfer,0,1,3.683783784,1
C000143,Female,22,GR,3,One year,1,1,0,33.48,84.92,2,3,Bank transfer,1,2,28.30666667,0
C000144,Female,43,GR,53,Month-to-month,0,0,0,25.09,1341.16,0,1,Credit card,1,0,25.30490566,1
C000145,Female,47,FR,29,One year,1,0,0,23.45,627.56,0,1,Bank transfer,0,1,21.64,1
C000146,Male,71,DE,59,Month-to-month,1,1,0,31.67,1886.76,1,1,Credit card,1,2,31.97898305,1
C000147,Male,30,UK,24,Month-to-month,1,0,0,19.52,453.07,1,2,E-banking,1,1,18.87791667,1
C000148,Male,46,IT,38,One year,1,1,1,29.56,1091.15,0,0,Credit card,0,3,28.71447368,1
C000149,Male,20,GR,28,One year,1,1,1,42.74,1183.53,0,3,E-banking,0,3,42.26892857,1
C000150,Female,75,DE,37,One year,0,1,1,33.97,2058.14,0,0,E-banking,0,2,55.62540541,1
C000151,Male,19,ES,51,Month-to-month,1,1,0,42.3,2148.66,0,1,Cash,1,2,42.13058824,1
C000152,Male,45,GR,7,Month-to-month,0,1,1,52.08,368.26,1,2,E-banking,1,2,52.60857143,0
C000153,Male,19,UK,23,One year,1,1,0,35.95,666.22,1,1,Credit card,0,2,28.96608696,0
C000154,Male,24,GR,46,Two year,1,1,0,10.23,484.27,0,0,Cash,0,2,10.5276087,1
C000155,Male,43,FR,28,Two year,1,0,0,16.82,454.01,0,2,Credit card,0,1,16.21464286,1
C000156,Female,33,GR,24,Two year,1,1,1,53.54,1308.27,0,1,E-banking,1,3,54.51125,1
C000157,Male,40,GR,7,Month-to-month,1,1,0,31.15,226.04,1,3,Credit card,0,2,32.29142857,0
C000158,Female,57,UK,49,Two year,0,0,1,25.87,1292.1,0,1,Cash,0,1,26.36938776,1
C000159,Male,77,GR,3,Month-to-month,1,1,1,51.88,205.43,1,2,Cash,1,3,68.47666667,0
C000160,Female,49,GR,2,Month-to-month,0,1,0,33.84,21.15,1,4,Bank transfer,1,1,10.575,0
C000161,Male,32,DE,7,Month-to-month,1,1,0,47.87,323.6,1,1,Bank transfer,1,2,46.22857143,0
C000162,Male,30,GR,21,Two year,1,1,0,21.34,425.28,1,2,Bank transfer,1,2,20.25142857,0
C000163,Female,22,UK,9,Month-to-month,0,1,0,24.38,283.57,0,2,E-banking,1,1,31.50777778,0
C000164,Female,69,UK,37,Month-to-month,1,1,1,56.25,692.93,0,0,E-banking,0,3,18.72783784,1
C000165,Female,58,UK,24,Month-to-month,1,0,0,33.78,819.25,0,0,Cash,0,1,34.13541667,1
C000166,Male,70,UK,33,One year,1,1,1,57.36,1928.89,1,2,Bank transfer,0,3,58.45121212,1
C000167,Female,67,GR,43,Two year,0,1,1,24.21,1041.52,0,1,Credit card,1,2,24.22139535,1
C000168,Male,32,GR,5,Month-to-month,1,1,0,39.62,212.08,1,2,Bank transfer,1,2,42.416,0
C000169,Male,24,ES,71,Month-to-month,1,1,1,46.83,3310.97,1,2,Credit card,0,3,46.63338028,1
C000170,Female,57,FR,14,Month-to-month,1,0,0,24.8,306.23,0,1,E-banking,1,1,21.87357143,0
C000171,Female,45,GR,36,Month-to-month,0,1,1,43.29,1585.35,0,1,E-banking,0,2,44.0375,1
C000172,Male,49,DE,35,Month-to-month,1,1,0,31.49,1229.72,1,2,Cash,1,2,35.13485714,1
C000173,Male,32,DE,50,Month-to-month,1,1,1,58.21,2933.19,0,1,Credit card,1,3,58.6638,1
C000174,Female,82,UK,11,One year,1,1,0,40.9,482.45,0,2,Bank transfer,0,2,43.85909091,0
C000175,Female,21,UK,37,Month-to-month,1,1,1,35.95,831.69,0,1,Bank transfer,0,3,22.47810811,1
C000176,Female,28,GR,44,Two year,1,1,1,62.34,2774.42,1,2,Credit card,0,3,63.055,1
C000177,Male,43,ES,51,Two year,1,1,1,48.59,2485.67,2,3,Cash,1,3,48.73862745,1
C000178,Male,78,GR,17,Month-to-month,1,1,0,46.42,760.04,0,2,E-banking,1,2,44.70823529,0
C000179,Male,54,DE,70,Month-to-month,1,1,0,37.54,2575.53,1,5,Bank transfer,1,2,36.79328571,1
C000180,Male,40,FR,8,One year,1,0,1,29.35,232.64,0,0,E-banking,0,2,29.08,0
C000181,Male,57,DE,28,Month-to-month,0,0,1,25.06,696.43,0,2,E-banking,1,1,24.8725,1
C000182,Male,40,GR,12,Month-to-month,1,1,0,41.63,532.3,0,1,Bank transfer,0,2,44.35833333,0
C000183,Female,33,IT,43,Month-to-month,1,1,0,35.43,1525.3,0,2,Credit card,1,2,35.47209302,1
C000184,Male,78,FR,37,Two year,1,1,1,20.99,743.96,0,2,Bank transfer,0,3,20.10702703,1
C000185,Male,85,ES,63,One year,1,1,0,31.24,1921.52,0,0,Bank transfer,0,2,30.50031746,1
C000186,Male,48,DE,63,Month-to-month,1,0,1,38.26,2414.71,0,1,Credit card,0,2,38.32873016,1
C000188,Male,42,IT,37,Month-to-month,1,1,1,53.01,2001.15,0,1,Bank transfer,1,3,54.08513514,1
C000189,Male,61,UK,11,Month-to-month,0,1,1,36.79,389.93,0,0,Cash,1,2,35.44818182,0
C000190,Female,29,FR,19,Month-to-month,0,1,0,15.93,315.23,0,2,Bank transfer,1,1,16.59105263,0
C000191,Male,26,GR,52,Two year,1,1,1,51.37,2667.21,0,0,Credit card,0,3,51.2925,1
C000192,Male,29,GR,18,Month-to-month,1,0,1,37.44,592.89,0,0,Credit card,1,2,32.93833333,0
C000193,Male,71,IT,32,Month-to-month,1,1,1,31.35,1024.62,0,1,Cash,0,3,32.019375,1
C000194,Male,71,UK,23,Month-to-month,0,0,0,27.46,618.69,1,2,E-banking,0,0,26.89956522,0
C000195,Male,45,GR,12,Month-to-month,1,0,1,36.75,460.73,1,1,Bank transfer,0,2,38.39416667,0
C000196,Female,73,GR,58,Two year,1,1,0,28.49,1657.33,2,4,Credit card,0,2,28.57465517,1
C000197,Female,75,DE,21,Month-to-month,0,1,0,24.4,482.7,1,2,Credit card,0,1,22.98571429,0
C000198,Female,59,GR,21,Month-to-month,1,1,1,58.98,1233.27,1,2,Cash,0,3,58.72714286,0
C000199,Male,55,DE,29,Month-to-month,1,0,0,31.21,904.26,0,0,Credit card,0,1,31.18137931,1
C000200,Male,85,DE,47,Month-to-month,1,1,0,34.16,1611.14,0,0,Bank transfer,0,2,34.27957447,1
C000201,Male,70,ES,12,Two year,1,1,1,50.1,616.58,1,1,Credit card,1,3,51.38166667,0
C000202,Female,50,GR,58,Month-to-month,1,1,0,31.8,1845.37,0,0,Credit card,1,2,31.81672414,1
C000203,Male,73,IT,41,Month-to-month,1,1,1,48.52,2041.5,1,2,Credit card,1,3,49.79268293,1
C000204,Male,68,GR,19,Month-to-month,1,1,0,45.81,895.63,0,1,Bank transfer,0,2,47.13842105,0
C000205,Female,60,UK,12,One year,0,1,1,42.05,534.44,0,0,Cash,0,2,44.53666667,0
C000206,Male,32,GR,23,One year,1,1,0,41.95,989.7,0,1,Credit card,1,2,43.03043478,0
C000207,Female,55,ES,5,One year,1,1,0,44.7,225.79,2,2,Cash,0,2,45.158,0
C000208,Female,51,IT,26,Month-to-month,1,1,0,45.46,1203.89,0,0,Bank transfer,0,2,46.30346154,1
C000209,Female,22,FR,63,Two year,0,0,0,29.64,1904.99,0,3,Cash,0,0,30.23793651,1
C000210,Male,51,UK,52,Month-to-month,0,1,1,47.35,2466.07,0,0,Credit card,1,2,47.42442308,1
C000211,Male,68,DE,10,Month-to-month,1,1,1,59.16,623.16,0,1,Bank transfer,0,3,62.316,0
C000212,Male,27,FR,39,One year,1,0,0,25.14,941.42,0,2,E-banking,0,1,24.13897436,1
C000213,Male,29,IT,37,Month-to-month,0,0,0,28.41,686.33,0,0,E-banking,0,0,18.54945946,1
C000214,Male,21,IT,11,Month-to-month,1,1,0,32.75,337.07,0,2,E-banking,1,2,30.64272727,0
C000215,Male,35,GR,72,Month-to-month,1,1,0,48.81,3475.13,2,2,E-banking,1,2,48.26569444,1
C000216,Male,53,IT,48,Month-to-month,1,1,0,41.34,1976.05,1,1,E-banking,0,2,41.16770833,1
C000217,Female,42,GR,16,Month-to-month,0,0,0,32.11,519.91,0,0,Cash,0,0,32.494375,0
C000218,Male,53,GR,46,One year,0,1,1,35.95,1456.76,0,0,Credit card,0,2,31.66869565,1
C000219,Female,84,GR,47,Month-to-month,1,1,1,43.72,2093.33,0,1,Bank transfer,0,3,44.53893617,1
C000220,Male,26,GR,48,One year,1,0,0,28.35,1344.08,0,3,Credit card,0,1,28.00166667,1
C000221,Male,78,ES,69,Two year,0,1,0,35.95,1275.16,0,3,Credit card,0,1,18.48057971,1
C000222,Male,51,FR,25,Month-to-month,1,1,1,43.12,1127.27,2,3,E-banking,0,3,45.0908,1
C000223,Female,35,ES,37,Month-to-month,1,0,1,43.41,1612.94,0,1,E-banking,1,2,43.59297297,1
C000224,Female,60,UK,63,Two year,1,1,0,34.81,2168.19,0,1,Credit card,0,2,34.41571429,1
C000225,Female,52,DE,29,One year,1,1,1,35.95,1037.34,0,1,Bank transfer,0,3,35.77034483,1
C000226,Female,80,ES,58,Month-to-month,0,0,0,34.64,2060.95,0,1,Credit card,1,0,35.53362069,1
C000227,Male,21,GR,31,Month-to-month,1,1,0,42.46,1322.02,0,1,Credit card,0,2,42.64580645,1
C000228,Female,58,FR,68,One year,1,1,0,32.48,2167.98,0,0,Bank transfer,0,2,31.88205882,1
C000229,Male,62,UK,41,One year,1,1,1,47.46,1964.28,0,1,Bank transfer,0,3,47.90926829,1
C000230,Male,67,ES,37,One year,0,1,0,26.97,1330.75,0,2,E-banking,0,1,35.96621622,1
C000231,Female,45,UK,44,One year,0,1,0,22.19,1002.59,0,1,Cash,1,1,22.78613636,1
C000232,Female,59,FR,9,One year,1,1,0,32.54,1229.72,0,1,E-banking,0,2,136.6355556,0
C000233,Female,18,GR,59,Month-to-month,0,1,0,36.12,2083.48,0,1,Credit card,0,1,35.31322034,1
C000234,Female,56,GR,27,One year,1,1,1,50.37,1324.7,0,1,Bank transfer,0,3,49.06296296,1
C000235,Female,34,ES,59,Two year,0,1,1,36.91,2154.78,0,1,E-banking,0,2,36.52169492,1
C000236,Female,52,DE,3,Month-to-month,1,1,1,44.11,181.57,2,3,Credit card,1,3,60.52333333,0
C000237,Female,63,FR,7,One year,1,1,1,37.79,245.05,0,2,Bank transfer,0,3,35.00714286,0
C000238,Female,59,GR,16,Month-to-month,1,1,1,50.22,735.3,2,5,Cash,0,3,45.95625,0
C000239,Male,56,GR,49,Month-to-month,1,0,1,48.17,2354.41,0,2,Cash,0,2,48.04918367,1
C000240,Female,66,FR,32,Two year,0,1,0,8.51,264.57,0,0,E-banking,1,1,8.2678125,1
C000241,Female,79,DE,44,Month-to-month,0,1,0,18.29,852.51,1,1,Cash,1,1,19.37522727,1
C000242,Male,55,DE,19,Month-to-month,1,1,0,42.29,848.92,0,0,E-banking,1,2,44.68,0
C000243,Female,40,GR,3,Month-to-month,1,1,0,37.03,71.84,1,1,Cash,1,2,23.94666667,0
C000244,Male,39,GR,60,Month-to-month,0,1,1,46.93,2827.58,0,1,Credit card,0,2,47.12633333,1
C000245,Male,21,UK,35,One year,1,1,0,28.76,1030.3,0,2,Cash,0,2,29.43714286,1
C000246,Female,66,GR,29,Month-to-month,1,1,0,42.16,1218.97,2,2,Credit card,1,2,42.03344828,1
C000247,Male,76,FR,70,Month-to-month,0,1,1,38.13,2674.22,1,1,Bank transfer,0,2,38.20314286,1
C000248,Male,85,ES,45,Month-to-month,1,0,1,36.77,1687.81,0,2,Bank transfer,1,2,37.50688889,1
C000249,Male,19,GR,27,Month-to-month,1,1,1,37.5,1021.39,0,0,Bank transfer,0,3,37.82925926,1
C000250,Male,66,ES,69,One year,1,1,1,55.41,3843.29,1,1,E-banking,0,3,55.69985507,1
C000251,Female,48,UK,35,One year,1,1,0,30.58,1112.38,0,2,Credit card,0,2,31.78228571,1
C000252,Male,57,GR,19,Month-to-month,1,1,0,62.28,1169.98,1,2,Cash,0,2,61.57789474,0
